open_time,Close,SMA
2021-09-01 00:00:00,3437.5,
2021-09-01 01:00:00,3467.31,
2021-09-01 02:00:00,3530.88,
2021-09-01 03:00:00,3527.98,
2021-09-01 04:00:00,3520.51,
2021-09-01 05:00:00,3539.62,
2021-09-01 06:00:00,3541.03,
2021-09-01 07:00:00,3546.66,
2021-09-01 08:00:00,3530.51,
2021-09-01 09:00:00,3543.01,
2021-09-01 10:00:00,3537.93,
2021-09-01 11:00:00,3534.25,
2021-09-01 12:00:00,3586.33,
2021-09-01 13:00:00,3723.85,3540.526428571429
2021-09-01 14:00:00,3704.52,3559.5992857142855
2021-09-01 15:00:00,3702.29,3576.3835714285715
2021-09-01 16:00:00,3718.77,3589.8042857142855
2021-09-01 17:00:00,3727.31,3604.042142857143
2021-09-01 18:00:00,3770.0,3621.862857142857
2021-09-01 19:00:00,3768.63,3638.220714285714
2021-09-01 20:00:00,3823.44,3658.3928571428573
2021-09-01 21:00:00,3770.78,3674.401428571429
2021-09-01 22:00:00,3765.91,3691.2157142857145
2021-09-01 23:00:00,3743.05,3705.5042857142857
2021-09-02 00:00:00,3768.36,3721.9635714285714
2021-09-02 01:00:00,3757.78,3737.93
2021-09-02 02:00:00,3753.34,3749.859285714286
2021-09-02 03:00:00,3750.0,3751.727142857143
2021-09-02 04:00:00,3736.54,3754.014285714286
2021-09-02 05:00:00,3747.05,3757.2114285714283
2021-09-02 06:00:00,3740.31,3758.7500000000005
2021-09-02 07:00:00,3757.74,3760.9235714285714
2021-09-02 08:00:00,3762.1,3760.3592857142858
2021-09-02 09:00:00,3769.63,3760.430714285714
2021-09-02 10:00:00,3790.15,3758.052857142857
2021-09-02 11:00:00,3773.73,3758.2635714285716
2021-09-02 12:00:00,3756.69,3757.6049999999996
2021-09-02 13:00:00,3782.17,3760.399285714286
2021-09-02 14:00:00,3806.89,3763.151428571429
2021-09-02 15:00:00,3776.73,3764.505
2021-09-02 16:00:00,3782.24,3766.569285714286
2021-09-02 17:00:00,3810.0,3770.855
2021-09-02 18:00:00,3824.48,3777.1364285714285
2021-09-02 19:00:00,3799.97,3780.9164285714287
2021-09-02 20:00:00,3788.91,3784.387857142857
2021-09-02 21:00:00,3724.22,3781.993571428571
2021-09-02 22:00:00,3739.05,3780.347142857143
2021-09-02 23:00:00,3773.07,3780.592857142857
2021-09-03 00:00:00,3803.44,3781.542142857143
2021-09-03 01:00:00,3810.23,3784.1492857142853
2021-09-03 02:00:00,3803.73,3787.509285714286
2021-09-03 03:00:00,3793.39,3788.3107142857143
2021-09-03 04:00:00,3796.0,3787.532857142857
2021-09-03 05:00:00,3882.35,3795.077142857143
2021-09-03 06:00:00,3961.88,3807.908571428571
2021-09-03 07:00:00,3943.67,3817.4564285714287
2021-09-03 08:00:00,3957.79,3826.9785714285713
2021-09-03 09:00:00,3954.29,3838.0014285714283
2021-09-03 10:00:00,3964.47,3850.5414285714287
2021-09-03 11:00:00,3977.26,3868.6157142857146
2021-09-03 12:00:00,3971.54,3885.222142857143
2021-09-03 13:00:00,3971.0,3899.36
2021-09-03 14:00:00,3963.37,3910.783571428571
2021-09-03 15:00:00,3952.16,3920.921428571429
2021-09-03 16:00:00,3939.15,3930.594285714286
2021-09-03 17:00:00,3916.48,3939.3864285714285
2021-09-03 18:00:00,3934.56,3949.2835714285716
2021-09-03 19:00:00,3881.74,3949.2400000000002
2021-09-03 20:00:00,3932.88,3947.1685714285713
2021-09-03 21:00:00,3937.14,3946.7021428571425
2021-09-03 22:00:00,3914.07,3943.579285714285
2021-09-03 23:00:00,3938.36,3942.441428571429
2021-09-04 00:00:00,3914.19,3938.85
2021-09-04 01:00:00,3905.52,3933.725714285714
2021-09-04 02:00:00,3928.77,3930.6707142857144
2021-09-04 03:00:00,3917.91,3926.878571428571
2021-09-04 04:00:00,3915.82,3923.4821428571427
2021-09-04 05:00:00,3928.06,3921.7607142857146
2021-09-04 06:00:00,3929.99,3921.1064285714283
2021-09-04 07:00:00,3904.51,3920.2514285714287
2021-09-04 08:00:00,3884.25,3916.657857142857
2021-09-04 09:00:00,3916.34,3919.1292857142857
2021-09-04 10:00:00,3906.46,3917.242142857143
2021-09-04 11:00:00,3910.58,3915.3450000000003
2021-09-04 12:00:00,3915.92,3915.477142857143
2021-09-04 13:00:00,3903.3,3912.9728571428573
2021-09-04 14:00:00,3888.67,3911.15
2021-09-04 15:00:00,3852.58,3907.3685714285716
