open_time,Close,SMA
2021-09-04 16:00:00,3854.0,3902.027857142857
2021-09-04 17:00:00,3881.99,3899.462142857143
2021-09-04 18:00:00,3894.76,3897.9578571428574
2021-09-04 19:00:00,3884.5,3894.8464285714285
2021-09-04 20:00:00,3886.08,3891.71
2021-09-04 21:00:00,3902.7,3891.5807142857143
2021-09-04 22:00:00,3892.17,3892.1464285714283
2021-09-04 23:00:00,3896.0,3890.6935714285714
2021-09-05 00:00:00,3850.0,3886.660714285714
2021-09-05 01:00:00,3873.75,3884.0299999999997
2021-09-05 02:00:00,3861.48,3880.1414285714286
2021-09-05 03:00:00,3870.77,3877.817857142857
2021-09-05 04:00:00,3870.29,3876.505
2021-09-05 05:00:00,3927.18,3881.8335714285713
2021-09-05 06:00:00,3933.0,3887.4764285714286
2021-09-05 07:00:00,3926.69,3890.6692857142857
2021-09-05 08:00:00,3927.34,3892.996428571428
2021-09-05 09:00:00,3932.12,3896.397857142857
2021-09-05 10:00:00,3935.5,3899.927857142857
2021-09-05 11:00:00,3918.31,3901.042857142857
2021-09-05 12:00:00,3909.34,3902.269285714286
2021-09-05 13:00:00,3917.57,3903.8100000000004
2021-09-05 14:00:00,3927.02,3909.3114285714287
2021-09-05 15:00:00,3922.94,3912.8250000000003
2021-09-05 16:00:00,3922.76,3917.202142857143
2021-09-05 17:00:00,3975.96,3924.7157142857145
2021-09-05 18:00:00,3950.59,3930.4514285714286
2021-09-05 19:00:00,3946.36,3931.8214285714284
2021-09-05 20:00:00,3947.72,3932.8728571428574
2021-09-05 21:00:00,3924.99,3932.7514285714283
2021-09-05 22:00:00,3922.29,3932.3907142857142
2021-09-05 23:00:00,3917.59,3931.3528571428574
2021-09-06 00:00:00,3898.38,3928.7014285714286
2021-09-06 01:00:00,3917.28,3928.627857142857
2021-09-06 02:00:00,3928.65,3930.0071428571428
2021-09-06 03:00:00,3931.0,3930.9664285714284
2021-09-06 04:00:00,3946.8,3932.379285714286
2021-09-06 05:00:00,3959.52,3934.992142857143
2021-09-06 06:00:00,3954.51,3937.2599999999998
2021-09-06 07:00:00,3948.81,3935.320714285714
2021-09-06 08:00:00,3893.05,3931.2107142857144
2021-09-06 09:00:00,3897.89,3927.7485714285717
2021-09-06 10:00:00,3912.33,3925.2207142857146
2021-09-06 11:00:00,3935.08,3925.941428571429
2021-09-06 12:00:00,3928.1,3926.3564285714288
2021-09-06 13:00:00,3926.64,3927.002857142857
2021-09-06 14:00:00,3932.07,3929.409285714286
2021-09-06 15:00:00,3947.66,3931.5792857142856
2021-09-06 16:00:00,3943.98,3932.674285714286
2021-09-06 17:00:00,3950.01,3934.0321428571433
2021-09-06 18:00:00,3956.05,3934.692857142857
2021-09-06 19:00:00,3940.39,3933.3264285714286
2021-09-06 20:00:00,3925.55,3931.257857142857
2021-09-06 21:00:00,3897.49,3927.592142857143
2021-09-06 22:00:00,3923.23,3929.7478571428574
2021-09-06 23:00:00,3935.04,3932.401428571429
2021-09-07 00:00:00,3909.4,3932.1921428571427
2021-09-07 01:00:00,3918.23,3930.9885714285715
2021-09-07 02:00:00,3924.66,3930.742857142857
2021-09-07 03:00:00,3900.19,3928.8535714285713
2021-09-07 04:00:00,3881.48,3925.2400000000002
2021-09-07 05:00:00,3770.43,3912.5807142857147
2021-09-07 06:00:00,3726.5,3897.046428571429
2021-09-07 07:00:00,3762.41,3883.6464285714283
2021-09-07 08:00:00,3746.09,3868.649285714286
2021-09-07 09:00:00,3754.06,3855.34
2021-09-07 10:00:00,3725.46,3841.047857142857
2021-09-07 11:00:00,3445.7,3808.7771428571427
2021-09-07 12:00:00,3454.15,3775.2714285714283
2021-09-07 13:00:00,3557.27,3748.287857142857
2021-09-07 14:00:00,3429.85,3714.034285714286
2021-09-07 15:00:00,3435.5,3679.5535714285716
2021-09-07 16:00:00,3419.39,3643.4628571428575
2021-09-07 17:00:00,3425.25,3609.5385714285717
2021-09-07 18:00:00,3363.06,3572.508571428571
2021-09-07 19:00:00,3424.05,3547.7671428571425
2021-09-07 20:00:00,3445.0,3527.66
2021-09-07 21:00:00,3464.75,3506.3985714285714
2021-09-07 22:00:00,3523.4,3490.492142857143
2021-09-07 23:00:00,3501.8,3472.473571428571
